Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
RTH,VanEck Vectors Retail ETF,Equity,"$101,539,545.00",5.78%,"43,782",$99.34,-1.83%,No,No,-0.18%,3.84%,0.58%,41.21%,87.00%,"-$9,964,149.50","-$37,485.00","-$9,964,149.50","$31,274,153.50","-$68,805,973.00","$29,814,164.00",Consumer Discretionary Equities,2011-12-20,0.35%,N/A,$0.98,2018-12-20,$0.98,0.97%,23.04,1.01,26,70.39%,35%,15%,1099,$96.53,$100.76,$98.88,$99.96,52.29,B+,A-,A-,B-,A,A,C,4.43,20.00%,16.77%,21.67,18.38%,0.19%
VMOT,Alpha Architect Value Momentum Trend ETF,Equity,"$100,429,200.00",3.46%,"34,298",$25.10,-0.04%,No,No,-0.26%,3.27%,-17.36%,N/A,N/A,"-$1,186,140.00",$0.00,"$27,680.00","$44,232,975.00","$108,837,400.00","$108,837,400.00",Small Cap Blend Equities,2017-05-03,0.79%,N/A,$0.22,2018-12-27,$0.04,0.89%,11.60,0.83,7,100.00%,39%,20%,1099,$24.29,$25.34,$25.02,$25.18,53.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEJ,Invesco Dynamic Leisure and Entertainment ETF,Equity,"$90,586,853.00",5.78%,"19,511",$42.10,-0.68%,No,No,-0.38%,3.59%,-9.05%,29.17%,34.05%,"-$29,443,233.00",$0.00,"-$29,443,233.00","-$2,505,253.50","-$116,530,534.50","-$121,363,188.50",All Cap Equities,2005-06-23,0.63%,N/A,$0.31,2018-12-24,$0.07,0.74%,18.17,0.98,30,48.04%,35%,15%,1099,$41.10,$42.82,$41.99,$42.26,52.04,B-,B+,B-,B,B+,C+,C+,3.96,5.56%,7.75%,313.99,10.96%,0.00%
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Equity,"$77,888,421.00",9.51%,"6,005",$59.99,-0.12%,No,No,-0.20%,5.69%,-0.95%,41.64%,39.76%,"$5,961,512.50","$5,961,512.50","$5,961,512.50","$5,527,434.00","-$29,328,495.00","-$56,076,791.50",Consumer Discretionary Equities,2010-04-07,0.29%,N/A,$0.76,2018-12-24,$0.27,1.27%,17.35,1.04,95,25.49%,35%,15%,1099,$57.73,$61.10,$59.78,$60.23,54.84,B+,B-,A,A,B,B-,A-,4.54,30.00%,19.26%,42.79,4.19%,0.20%
RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Equity,"$69,210,295.00",10.22%,"11,279",$99.04,0.00%,No,No,1.13%,8.26%,-3.92%,28.48%,41.31%,$0.00,$0.00,$0.00,"-$12,337,203.00","-$40,397,190.50","-$91,932,405.50",Consumer Discretionary Equities,2006-11-07,0.40%,Charles Schwab,$1.50,2018-12-24,$0.56,1.52%,16.09,1.04,66,17.23%,35%,15%,1099,$92.67,$99.77,$98.74,$99.19,59.92,B+,B-,A-,A-,A-,B+,B,4.61,34.44%,20.99%,86.26,5.98%,1.00%
PBS,Invesco Dynamic Media ETF,Equity,"$57,062,394.00",11.65%,"30,155",$31.73,0.00%,No,No,1.05%,7.93%,4.16%,35.92%,30.38%,"-$1,163,499.00","$1,560,464.50","$3,103,272.50","$6,387,459.50","-$59,222,208.50","-$260,400,349.00",All Cap Equities,2005-06-23,0.63%,Charles Schwab,$0.26,2018-12-24,$0.07,0.85%,19.49,1.02,30,48.89%,35%,15%,1099,$29.60,$31.96,$31.60,$31.88,60.69,B+,A,B,A,B,C+,B-,3.5,1.11%,3.07%,16.05,0.00%,0.25%
WBIA,WBI Bull|Bear Rising Income 2000 ETF,Equity,"$36,094,570.00",0.35%,"7,853",$21.22,0.14%,No,No,0.26%,0.24%,-17.55%,1.30%,N/A,"-$1,059,105.00",$0.00,"-$1,059,105.00","$3,177,285.00","-$65,991,710.00","$51,050,610.00",All Cap Equities,2014-08-25,1.08%,N/A,$0.21,2018-12-28,$0.03,1.00%,-9899.00,0.28,25,46.69%,35%,15%,1099,$21.06,$21.26,$21.18,$21.26,42.53,N/A,N/A,C,N/A,N/A,N/A,N/A,3.93,9.44%,7.30%,21.92,0.00%,0.72%
JHMC,John Hancock Multi-Factor Consumer Discretionary ETF,Equity,"$35,659,270.00",9.52%,"11,916",$30.73,-0.39%,No,No,1.12%,7.04%,-3.58%,37.89%,N/A,"-$2,644,698.60",$0.00,"-$2,644,698.60","-$13,337,687.80","$14,871,796.70","$22,757,608.70",Consumer Discretionary Equities,2015-09-28,0.40%,N/A,$0.40,2018-12-24,$0.23,1.30%,17.60,1.06,143,28.90%,39%,20%,1099,$28.97,$30.95,$30.69,$30.76,58.59,N/A,C+,C+,N/A,N/A,C,N/A,4.22,11.11%,12.02%,59.96,8.54%,1.03%
ONLN,ProShares Online Retail ETF,Equity,"$32,599,785.00",16.33%,"25,139",$35.19,-1.76%,No,No,0.92%,11.82%,N/A,N/A,N/A,"-$2,586,256.00","-$1,713,401.50","-$2,586,256.00","$30,000,596.00","$30,000,596.00","$30,000,596.00",Consumer Discretionary Equities,2018-07-13,0.58%,N/A,$0.00,N/A,N/A,0.00%,24.04,1.64,22,74.50%,39%,20%,1099,$31.69,$35.88,$35.04,$35.45,58.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.62,4.63%,3.83%,21.97,24.54%,0.33%
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,Equity,"$30,717,912.00",9.26%,"18,132",$50.99,0.30%,No,No,0.81%,7.51%,-1.70%,27.49%,32.78%,"-$24,566,131.00",$0.00,"-$24,566,131.00","-$15,462,148.00","-$198,996,594.00","$30,911,376.50",Consumer Discretionary Equities,2006-10-12,0.60%,N/A,$0.19,2018-12-24,$0.05,0.37%,35.96,1.10,39,34.90%,35%,15%,1099,$47.88,$51.51,$50.88,$51.22,56.06,B,C+,B,B,B,B,B,4.24,12.22%,12.57%,60.73,6.80%,0.00%
BJK,VanEck Vectors Gaming ETF,Equity,"$28,333,512.00",14.61%,"11,368",$37.85,0.58%,No,No,3.22%,10.74%,-20.82%,34.84%,-12.13%,$0.00,$0.00,$0.00,"-$23,070,277.00","$5,688,912.50","-$40,629,518.50",Consumer Discretionary Equities,2008-01-22,0.65%,N/A,$1.13,2018-12-20,$1.13,3.01%,14.91,1.13,43,56.02%,35%,15%,1099,$34.11,$37.73,$37.79,$37.88,64.42,B,B,C+,B,B-,A+,B,5.16,51.11%,37.48%,66.12,98.45%,0.00%
CARZ,First Trust NASDAQ Global Auto Index Fund,Equity,"$24,037,202.00",9.44%,"9,719",$34.31,0.20%,No,No,-0.16%,8.46%,-19.26%,14.82%,0.78%,$0.00,$0.00,$0.00,"$6,410,276.00","-$5,315,406.00","-$27,653,340.50",Consumer Discretionary Equities,2011-05-09,0.70%,N/A,$0.89,2018-12-18,$0.24,2.60%,6.95,1.01,35,60.91%,35%,15%,1099,$31.85,$34.78,$34.25,$34.36,59.36,C+,B,C,A+,C+,C,B-,3.79,3.61%,5.50%,30.09,0.11%,7.53%
UCC,ProShares Ultra Consumer Services,Equity,"$20,224,435.00",16.19%,"2,679",$89.80,-2.40%,No,2x,0.96%,9.83%,-4.25%,91.05%,159.53%,$0.00,$0.00,$0.00,"-$5,439,124.00","$6,460,927.50","-$5,578,322.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.14,2018-12-26,$0.09,0.15%,21.82,2.16,170,55.68%,35%,15%,1099,$83.18,$91.47,$89.63,$90.13,54.19,B,C+,C+,B,A-,N/A,N/A,4.08,0.00%,9.48%,74.53,19.62%,0.09%
RETL,Direxion Daily Retail Bull 3X Shares,Equity,"$19,561,899.00",20.22%,"63,629",$27.85,-2.42%,No,3x,-5.54%,10.36%,-28.72%,-11.70%,82.86%,"-$1,506,303.00",$0.00,"-$1,506,303.00","-$321,021.50","-$29,969,579.50","-$10,230,403.50",Leveraged Equities,2010-07-14,1.12%,N/A,$0.28,2018-12-27,$0.03,0.96%,13.73,3.01,96,13.43%,35%,15%,1099,$26.10,$29.96,$27.45,$28.28,48.32,A,B+,A-,B+,B,N/A,N/A,4.43,0.00%,16.88%,26.95,0.77%,0.11%
FTXD,First Trust Nasdaq Retail ETF,Equity,"$9,715,795.00",4.10%,"12,227",$21.69,0.56%,No,No,-0.18%,2.70%,-5.78%,N/A,N/A,"$3,134,983.50",$0.00,$0.00,"$9,269,650.00","$8,291,990.50","$8,291,990.50",Consumer Discretionary Equities,2016-09-21,0.60%,N/A,$0.19,2018-12-18,$0.07,0.85%,17.67,1.48,51,50.15%,39%,20%,1099,$20.89,$22.01,$21.69,$21.69,50.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.74,37.78%,26.44%,30.31,2.50%,0.41%
PMR,Invesco Dynamic Retail ETF,Equity,"$7,092,006.00",5.00%,"2,918",$35.42,-0.65%,No,No,0.07%,3.71%,-8.45%,5.98%,18.85%,"-$3,514,976.50",$0.00,"-$3,514,976.50","-$5,641,080.50","-$16,103,097.50","-$27,796,069.00",Consumer Discretionary Equities,2005-10-26,0.63%,N/A,$0.44,2018-12-24,$0.14,1.22%,17.78,0.98,31,47.50%,35%,15%,1099,$34.44,$35.90,$35.40,$35.45,51.82,B,B,B-,B-,A-,A,C+,4.8,43.33%,27.92%,28.4,0.00%,0.45%
IEDI,iShares Evolved U.S. Discretionary Spending ETF,Equity,"$5,242,145.00",7.34%,"1,092",$26.19,-0.95%,No,No,0.46%,5.75%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$1,200,387.50","$1,200,387.50","$1,200,387.50",Consumer Discretionary Equities,2018-03-21,0.18%,N/A,$0.38,2018-12-17,$0.19,1.46%,27.32,1.04,224,49.94%,39%,20%,1099,$25.02,$26.45,N/A,N/A,56.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.83,44.44%,28.85%,49.83,11.16%,2.61%
IEME,iShares Evolved U.S. Media and Entertainment ETF,Equity,"$5,126,512.00",11.28%,"1,356",$25.64,0.08%,No,No,1.95%,6.79%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$1,205,857.50","$1,205,857.50","$1,205,857.50",All Cap Equities,2018-03-21,0.18%,N/A,$0.35,2018-12-17,$0.21,1.41%,21.91,1.18,86,48.83%,39%,20%,1099,$24.19,$25.63,$25.57,$25.69,59.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.45,2.85%,2.80%,18.8,0.12%,0.08%
WANT,Direxion Daily Consumer Discretionary Bull 3X Shares,Equity,"$2,371,501.00",26.82%,N/A,$23.74,-4.39%,No,3x,0.49%,19.00%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2018-11-29,1.01%,N/A,$0.00,N/A,N/A,0.00%,20.08,0.00,66,65.42%,39%,20%,1099,$20.47,$24.73,$23.44,$24.19,51.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCC,ProShares Ultra Short Consumer Services,Equity,"$1,620,866.00",-15.25%,"3,011",$18.59,2.59%,Yes,2x,-1.09%,-9.71%,-8.23%,-61.32%,-76.43%,"$489,543.00",$0.00,"$489,543.00","$478,418.75","-$1,898,581.25","$2,802,811.65",Leveraged Equities,2007-01-30,0.95%,N/A,$0.19,2018-12-26,$0.07,1.01%,0.00,-2.02,169,53.52%,35%,15%,1099,$18.17,$20.32,$18.48,$18.65,43.63,B-,C+,B-,B+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EBIZ,Global X E-commerce ETF,Equity,"$1,619,775.00",16.85%,N/A,$16.23,0.50%,No,No,3.05%,16.85%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Consumer Discretionary Equities,2018-11-27,0.68%,N/A,$0.00,N/A,N/A,0.00%,28.92,0.00,41,41.68%,39%,20%,1099,$14.25,$16.46,$16.21,$16.24,56.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.06,0.00%,9.21%,21.52,4.24%,0.10%
